lambda,fidelity,job_ids,n_batches
0.0,0.9643333333333332,"d8323bftjchs73bom6s0,d8324r7oha1c73bm6qb0,d832677tjchs73bom9tg,d8327ho0bvlc73d2u6mg,d8328vugbeec73amejs0,d832afvoha1c73bm70b0,d832bt6gbeec73amemq0,d832e6foha1c73bm74bg",8
