lambda,fidelity
0.0,0.9784666666666666
0.1,0.943
0.2,0.8837333333333334
0.3,0.8244666666666667
0.4,0.7383333333333334
0.5,0.6782666666666666
0.6,0.5847333333333333
0.7,0.5113333333333334
0.8,0.4285333333333333
0.9,0.34026666666666666
