lambda,fidelity
0.0,0.9706666666666667
0.1,0.9510666666666667
0.2,0.8944666666666666
0.3,0.8364000000000001
0.4,0.7585333333333334
0.5,0.6997333333333334
0.6,0.6186666666666666
0.7,0.5265333333333333
0.8,0.4424
0.9,0.34420512820512816
