lambda,fidelity,job_ids,n_batches
0.0,0.9140666666666666,"d87753op0eas73dlq7og,d877861789is7390h2eg",2
0.1,0.8625333333333333,"d878hp8p0eas73dlrmlg,d87anktg7okc73em2v00",2
0.2,0.8260000000000001,"d87b209789is7390lssg,d87e1o2s46sc73f8386g",2
0.3,0.7737333333333334,"d87e399789is7390ptv0,d87eapdg7okc73em7km0",2
